Date	Start time	Leadtext	name	org name	episode nr	Season number	Widescreen (16:9)	Duration (minutes)	Parental rating	B-line	Country of Origin	Production Year	Genre	Synopsis this episode	Synopsis	Cast	Director	Rerun	Unique ID	Last episode this season	HD	House number	Event number	Signing available	Audio description available	Media ID	RMS ID	Whats'On Product Code	Catch-up Days	Preview Days
	09:10		Yasak Tarih	Forbidden History	1	6	TRUE	55		Birleşik Krallık, belgesel dizisi, 2020	United Kingdom	2020	Belgesel/ Tarih/ Din	Kayıp Japon Hazinesinin Gizemi. Kayıp Japon Hazinesinin, II. Dünya Savaşı sonunda geri çekilen Japon güçlerinde Filipinlere gömülmüş olduğu düşünülür; bu hazinenin kutsal emanetler, sanat eserleri ve bulyon olarak eritilmiş altın içeridiğine inanılmaktadır.	Bu dizi, savaş zamanı sırlarının, kaybolan medeniyetlerin, tarihi röliklerin, uzun süre inanılmış olan komplo teorilerinin, müthiş hazineler hakkındaki tarihçelerin inanılmaz öykülerinden oluşuyor.			FALSE		false	TRUE	51007278	31834710	FALSE	FALSE					
	10:05		Yasak Tarih	Forbidden History	2	6	TRUE	55		Birleşik Krallık, belgesel dizisi, 2020	United Kingdom	2020	Belgesel/ Tarih/ Din	Torino Kefeni. İsa'nın çarmıha gerilmiş vücudunun izini taşıdığı düşünülen Torino Kefeni Hristiyanlığın en ünlü kutsal emanetlerinden biridir; bilim insanları bunun gerçek mi yoksa sahte mi olduğunu kanıtlamak ile mücadele eder.	Bu dizi, savaş zamanı sırlarının, kaybolan medeniyetlerin, tarihi röliklerin, uzun süre inanılmış olan komplo teorilerinin, müthiş hazineler hakkındaki tarihçelerin inanılmaz öykülerinden oluşuyor.			FALSE		false	TRUE	51007279	31834711	FALSE	FALSE					
	11:00		Yasak Tarih	Forbidden History	4	5	TRUE	55		İngiltere, yapımı belgesel dizisi, 2017	United Kingdom	2018	Belgesel/ Tarih/ Din	Nazi Hazineleri Avı. Naziler, 1939'dan sonra işgal ettikleri bölgelerdeki kültürel zenginlikleri yağmaladı; bugüne kadar, dünyanın en müthiş tablolarının sergilendiği Avrupa'nın sanat galerilerinde boşluklar kaldı.	Bu dizi, savaş zamanı sırlarının, kaybolan medeniyetlerin, tarihi röliklerin, uzun süre inanılmış olan komplo teorilerinin, müthiş hazineler hakkındaki tarihçelerin inanılmaz öykülerinden oluşuyor.			FALSE		false	FALSE	50008021	31834712	FALSE	FALSE					
	11:55		Mısır'ın Açıklanmamış Vakaları	Egypt's Unexplained Files	1	1	TRUE	55		İngiltere, belgesel dizisi, 2018	United Kingdom	2018	Belgesel/ Tarih	Bir Süper Güç Yaratmak. Giza'daki Büyük Piramit'in öyküsünü, Mısır'ın en ünlü kraliçesi Kleopatra'nın gerçek yüzünü ve tartışmalı firavun Akhenaten efsanesini irdeliyoruz.	Eski Mısır, 3000 yıllık tarihi olan, dünyanın en büyük medeniyetlerinden biridir. Mısır'ın en kalıcı gizemlerinden bazılarını çözmek için teknolojinin en son mucizelerini derinlemesine araştırıyoruz.			FALSE		false	TRUE	50014520	31834713	FALSE	FALSE					
	12:50		Nil: 5000 Yıllık Tarih	The Nile: 5000 Years of History	4	1	TRUE	60		İngiltere, belgesel dizisi, 2018	United Kingdom	2018	Belgesel/ Tarih	104. Bu son bölümde, Bettany Nil'in en güney kısımlarına ulaşıyor. Bir zamanlar burada timsahlar tarafından yenme riski vardı; bugünse burası tek kelimeyle büyüleyici.	Dahabiya teknesinde seyahat eden Bettany Hughes, mühteşem Nil Nehrinde, Kahire'den 1609 km uzaklaşaraki Aswan Barajına doğru ilerliyor. Yol boyunca en sembolik ve en göz kamaştıran yerlerde duruyor.			FALSE		true	FALSE	50014437	31834714	FALSE	FALSE					
	13:50		Naziler'in Gizemli Cinayetleri	Nazi Murder Mysteries	3	1	TRUE	50		İngiltere, belgesel dizisi, 2018	United Kingdom	2018	Belgesel/ Tarih	Berlin'de Bir Seri Katil. Berlin cinayet ekibinin Nazi rejimi ideolojileriyle nasıl karşı karşıya kaldığını ve Naziler'in soruşturmayı engelleyip bir seri katilin kaçmasına nasıl izin verdiğini anlatan gerçek bir hikaye.	Korkunç Nazi cinayet vakalarına göz atıyoruz. Uzman röportajları ve dramatik canlandırmaları bir araya getiren her bölüm, bildiğinizi düşündüğünüz tarihin belli bir dönemine farklı bir yerden bakıyor.			FALSE		false	TRUE	50009216	31834715	FALSE	FALSE					
	14:40		Megapolis: Antik Dünya Açığa Çıkıyor	Megapolis: The Ancient World Revealed	1	1	TRUE	70		Fransa, belgesel dizisi, 2020	France	2020	Belgesel/ Tarih/ Mimari/ Bilim	Atina. İlk günlerinde küçük bir köy olan Atina, M.Ö. 3000 yılında terkedilmiş bir arazi üzerine kurulur ancak devamında M.Ö. 5. yüzyılda en büyük antik kentlerden birine dönüşür.	Atina, İskenderiye, Tikal ve Roma; bu efsanevi şehirler Dünya'nın en ünlü arkeolojik sahaları içinde yer almaktadır. Bu şehirler nasıl bu derece eğitim ve icat merkezleri haline geldiler?			FALSE		false	TRUE	51006529	31834716	FALSE	FALSE					
	15:50		Viyana: İmparatorluk, Hanedan ve Düşler	Vienna: Empire, Dynasty and Dream	3	1	TRUE	60		Birleşik Krallık, belgesel dizisi, 2015	United Kingdom	2015	Belgesel/ Tarih/ Mimari	103. 19. yüzyıl, Napolyon ve Franz Josef'ten Habsburg'ların kademeli olarak yok oluşuna kadar - bu arada Viyana, bir göçmen akını şehri dönüştürürken ve modern bir çağ doğarken çiçek açtı.	Simon Sebag Montefiore, her biri Viyana'nın sokaklarını şekillendiren Napolyon, Hitler, Beethoven ve Mozart'ın izlerini takip ederek tarih tarafından yeniden tanımlanmış bir şehri keşfeder.	Simon Sebag Montefiore	Richard Rothschild Pearson, Dominic Ozanne	FALSE		true	TRUE	51011894	31834717	FALSE	FALSE					
	16:50		Hitler'den Kaçmak	Escaping Hitler	3	1	TRUE	60		İngiltere, belgesel dizisi, 2017	United Kingdom	2017	Belgesel/ Tarih	Slovenya. Monty, İkinci Dünya Savaşı sırasında, sıradan insanların yardımı sayesinde gerçekleşen Müttefik tutukluların toplu kaçışlarının izini bulmak üzere Slovenya'ya gider.	Keşifçi ve eski deniz piyadesi Monty Halls, Nazi işgali altındaki Avrupa'dan ve düşman topraklarından çıkmayı sağlayan az bilinen Özgürlük Rotalarını takip etmek için çantasını hazırlar.			FALSE		false	FALSE	50009889	31834718	FALSE	FALSE					
	17:50		Yükseliş ve Düşüş: 2. Dünya Savaşı'nın Dönüm Noktaları	Rise and Fall: The Turning Points of World War II	5	1	TRUE	65		Avustralya, belgesel dizisi, 2019	Australia	2019	Belgesel/ Tarih/ Savaş	Akıntının Yönü Değişiyor. Bu bölüm, Müttefik kuvvetlerin geri adım atmaya başladıkları savaş anlarını irdeliyor: Leningrad'ın kurtarılması, Paris'in kurtuluşu, D-Günü ve Naziler'in imha kamplarının boşaltılması ekranlarınızda.	Askeri kampanyalar, büyük çatışmalar, geri çekilmeler, mağlubiyetler ve zaferler sürecinde, Avrupa, Asya, Kuzey Afrika ve okyanuslardaki savaşlarda yaşanan duruma neyin sebep olduğunu inceliyoruz.			FALSE		false	TRUE	51006281	31798630	FALSE	FALSE					
	18:55		Savaş Alanları	Battlefields	4	1	TRUE	65		Fransa, belgesel dizisi, 2019	France	2016	Belgesel/ Tarih	Hitlerjugend Saldırıya Geçer. 15000 Kanadalı asker Overlord Operasyonuna katılmıştır, Juno Kıyısına ulaşmalıdırlar. En iyi şekilde savunulan kıyı bölgelerinden birine gireceklerinin farkında değildirler.	Bir savaşta yaşanan zafer ya da yenilginin nedenleri gizemli ve tartışmalıdır, bu dizi yirminci yüzyılın büyük çatışması etrafındaki gizemi örten perdeyi aralıyor.			FALSE		false	FALSE	50015449	31798631	FALSE	FALSE					
	20:00		Yasak Tarih	Forbidden History	5	5	TRUE	55		İngiltere, belgesel dizisi, 2017	United Kingdom	2018	Belgesel/ Tarih/ Din	Komplo. Onlar için, çağımızın en önemli el yazması keşfi dendi. Deniz seviyesinin 400 metre altından çıkarılmış olan, parçalar halindeki 981 adet metinde neler yazıyordu ve acaba orada başka neler gömülü?	Bu dizi, savaş zamanı sırlarının, kaybolan medeniyetlerin, tarihi röliklerin, uzun süre inanılmış olan komplo teorilerinin, müthiş hazineler hakkındaki tarihçelerin inanılmaz öykülerinden oluşuyor.			FALSE		false	FALSE	50008022	31798632	FALSE	FALSE					
	20:55		Ön Cepheler	WWII: Frontlines	1	1	TRUE	65		Birleşik Krallık, belgesel dizisi, 2020	United Kingdom	2020	Belgesel/ Tarih/ Savaş	Midway. Haziran 1942; Pasifikteki en belirleyici denizcilik-hava muharebesi bir Japon tuzağı olarak başladı ve bir Amerika pususu olarak sonuçland; şans, kod-kırma ve risk almadan oluşan tamamen öngörülemez bir çatışma.	Kuzey Afrika'dan Kuzey Avrupa'ya ve Akdeniz'den Pasifik'e II. Dünya Savaşında ön cephede savaşan askerlerin maruz kaldıkları koşulların devasa çeşitliliğini inceliyoruz.			FALSE		false	FALSE	51010554	31798633	FALSE	FALSE					
	22:00		Mısır'ın Açıklanmamış Vakaları	Egypt's Unexplained Files	2	1	TRUE	60		İngiltere, belgesel dizisi, 2018	United Kingdom	2018	Belgesel/ Tarih	Ölüm ve Yaşam Sonrası. Eski Mısırlılar'ın ölüm saplantılarının ardındaki gizemleri keşfediyor, bir firavunla birlikte gömülü olan dünyadışı eserlerin sırlarını ortaya koyuyor ve ölüleri nasıl mumyaladıklarını öğreniyoruz.	Eski Mısır, 3000 yıllık tarihi olan, dünyanın en büyük medeniyetlerinden biridir. Mısır'ın en kalıcı gizemlerinden bazılarını çözmek için teknolojinin en son mucizelerini derinlemesine araştırıyoruz.			FALSE		false	TRUE	50014521	31798634	FALSE	FALSE					
	23:00		Diğer Göring - Bölünmüş Bir Kardeşlik	The Other Goering - A Divided Brotherhood	0	0	TRUE	65		Fransa, belgesel, 2020	France	2020	Belgesel/ Tarih/ Savaş		En azılı savaş suçlularından biri olan Hermann Göring'in kardeşi Albert Göring, kendisini ezilenlerin koruyucusu olarak nitelendirdi; doğru mu yalan mı? Şeytanın bir baş melek kardeşi olduğunu öğreniyoruz.	Pierre Tissot	Emmanuel Amara	FALSE		false	TRUE	51012310	31798635	FALSE	FALSE					
	00:05		Vikinglerin Son Yolculuğu	The Last Journey of the Vikings	2	1	TRUE	60		Danimarka, belgesel dizisi, 2019	Denmark	2019	Belgesel/ Tarih/ Din	Parisde Bir Gün. Vikingler, Frenk imparatorluğunun kıyılarına saldırırken farklı bir direnişle karşılaşırlar; Frank imparatoru Şarlman'ın Hıristiyan topraklarını kafirlere ve korsanlara bırakma gibi bir planı yok.	Fransa ve İngiltere'ye yaptıkları yolculuklardan, Hristiyanlık ile tanışmalarına, Normandiya'nın kuruluşundan 1066 yılındaki Hastings Muharebesine Vikinglerin hayatlarını keşfedin.	Pernilla August	James Velasquez	FALSE		false	TRUE	51011934	31798636	FALSE	FALSE					
	01:05		Aribert Heim: Mauthausen'ın Doktorunun Ölümü	Aribert Heim: The Doctor Death of Mauthausen	0	0	TRUE	65		Almanya, belgeseli, 2017	France	2018			'Dr Death' adıyla anılan Aribert Heim, Mauthausen konsantrasyon kampındaki en korkunç işkencecilerden biriydi. Bu belgesel, şiddetine sapkınlığın da dahil olduğu bir adamı ekranlarınıza getiriyor.			FALSE		false	FALSE	50014818	31798637	FALSE	FALSE					
	02:10		Megapolis: Antik Dünya Açığa Çıkıyor	Megapolis: The Ancient World Revealed	1	1	TRUE	65		Fransa, belgesel dizisi, 2020	France	2020	Belgesel/ Tarih/ Mimari/ Bilim	Atina. İlk günlerinde küçük bir köy olan Atina, M.Ö. 3000 yılında terkedilmiş bir arazi üzerine kurulur ancak devamında M.Ö. 5. yüzyılda en büyük antik kentlerden birine dönüşür.	Atina, İskenderiye, Tikal ve Roma; bu efsanevi şehirler Dünya'nın en ünlü arkeolojik sahaları içinde yer almaktadır. Bu şehirler nasıl bu derece eğitim ve icat merkezleri haline geldiler?			FALSE		false	TRUE	51006529	31798638	FALSE	FALSE					
	03:15		Viyana: İmparatorluk, Hanedan ve Düşler	Vienna: Empire, Dynasty and Dream	3	1	TRUE	55		Birleşik Krallık, belgesel dizisi, 2015	United Kingdom	2015	Belgesel/ Tarih/ Mimari	103. 19. yüzyıl, Napolyon ve Franz Josef'ten Habsburg'ların kademeli olarak yok oluşuna kadar - bu arada Viyana, bir göçmen akını şehri dönüştürürken ve modern bir çağ doğarken çiçek açtı.	Simon Sebag Montefiore, her biri Viyana'nın sokaklarını şekillendiren Napolyon, Hitler, Beethoven ve Mozart'ın izlerini takip ederek tarih tarafından yeniden tanımlanmış bir şehri keşfeder.	Simon Sebag Montefiore	Richard Rothschild Pearson, Dominic Ozanne	FALSE		true	TRUE	51011894	31798639	FALSE	FALSE					
	04:10		Hitler'den Kaçmak	Escaping Hitler	3	1	TRUE	55		İngiltere, belgesel dizisi, 2017	United Kingdom	2017	Belgesel/ Tarih	Slovenya. Monty, İkinci Dünya Savaşı sırasında, sıradan insanların yardımı sayesinde gerçekleşen Müttefik tutukluların toplu kaçışlarının izini bulmak üzere Slovenya'ya gider.	Keşifçi ve eski deniz piyadesi Monty Halls, Nazi işgali altındaki Avrupa'dan ve düşman topraklarından çıkmayı sağlayan az bilinen Özgürlük Rotalarını takip etmek için çantasını hazırlar.			FALSE		false	FALSE	50009889	31834719	FALSE	FALSE					
	05:05		Yükseliş ve Düşüş: 2. Dünya Savaşı'nın Dönüm Noktaları	Rise and Fall: The Turning Points of World War II	5	1	TRUE	50		Avustralya, belgesel dizisi, 2019	Australia	2019	Belgesel/ Tarih/ Savaş	Akıntının Yönü Değişiyor. Bu bölüm, Müttefik kuvvetlerin geri adım atmaya başladıkları savaş anlarını irdeliyor: Leningrad'ın kurtarılması, Paris'in kurtuluşu, D-Günü ve Naziler'in imha kamplarının boşaltılması ekranlarınızda.	Askeri kampanyalar, büyük çatışmalar, geri çekilmeler, mağlubiyetler ve zaferler sürecinde, Avrupa, Asya, Kuzey Afrika ve okyanuslardaki savaşlarda yaşanan duruma neyin sebep olduğunu inceliyoruz.			FALSE		false	TRUE	51006281	31798641	FALSE	FALSE					
	05:55		Savaş Alanları	Battlefields	4	1	TRUE	60		Fransa, belgesel dizisi, 2019	France	2016	Belgesel/ Tarih	Hitlerjugend Saldırıya Geçer. 15000 Kanadalı asker Overlord Operasyonuna katılmıştır, Juno Kıyısına ulaşmalıdırlar. En iyi şekilde savunulan kıyı bölgelerinden birine gireceklerinin farkında değildirler.	Bir savaşta yaşanan zafer ya da yenilginin nedenleri gizemli ve tartışmalıdır, bu dizi yirminci yüzyılın büyük çatışması etrafındaki gizemi örten perdeyi aralıyor.			FALSE		false	FALSE	50015449	31798642	FALSE	FALSE					
2021-03-11	06:55		Müzedeki Gizemler	Mysteries at the Museum	11	11	TRUE	65		Birleşik Krallık, belgesel dizisi, 2016	USA	2016	Belgesel/ Tarih	Ahmaklar Zinciri ve Fazlası. Korkunç bir dolandırıcılığın merkezindeki demir bağlantısını inceleyin, uzaya inanılmaz yolculukları başlatan bir uçağı inceleyin ve İkinci Dünya Savaşında özgün bir yerin olan bir petrol pompasını denetleyin.	Müzeler geçmişin muhteşem hazinelerini sergiler, her eserin ardında anlatılması gereken bir öykü ve sırlar bulunur - bunlar skandal, gizem, cinayet ve entrika dolu hikayelerdir.	Don Wildman		FALSE		false	TRUE	51007363	31798643	FALSE	FALSE					
	08:00		Tuhaf İcatlar	Wicked Inventions	7	2	TRUE	30		İngiltere, belgesel dizisi, 2016	UK	2016		207. Güneş Gözlüğü - İkonik havacı gözlüklerinin arkasındaki 2. Dünya Savaşının şaşırtıcı tarihi ekranlarınızda. Telefon - dünya çapında iletişime izin veren titreşimli bilimi irdeliyoruz.	Seloteyple, hazır kahvenin ortak noktası ne olabilir? Ya da Kleenex ve GPS Konumlama aygıtının? Şaşırmaya hazırlıklı olun! Bu dizi, en sıradan araçların neden ve nasıl keşfedildiğini ele alıyor.			FALSE		false	FALSE	20301249	31834720	FALSE	FALSE					
	08:30		Yasak Tarih	Forbidden History	3	6	TRUE	50		Birleşik Krallık, belgesel dizisi, 2020	United Kingdom	2020	Belgesel/ Tarih/ Din	Nazilerin Kutsal Emanetler Avı. Nazi planının bir parçası Avrupa'nın geniş sanat eseri koleksiyonunun, hazinelerinin ve altınının çoğunun kontrolünü ele geçirmekti; Naziler bu dev ganimeti Avusturya ve Almanya'daki maden kuyularına sakladılar.	Bu dizi, savaş zamanı sırlarının, kaybolan medeniyetlerin, tarihi röliklerin, uzun süre inanılmış olan komplo teorilerinin, müthiş hazineler hakkındaki tarihçelerin inanılmaz öykülerinden oluşuyor.			FALSE		false	TRUE	51007280	31834721	FALSE	FALSE					
	09:20		Yasak Tarih	Forbidden History	4	6	TRUE	55		Birleşik Krallık, belgesel dizisi, 2020	United Kingdom	2020	Belgesel/ Tarih/ Din	Nuh'un Gemisini Aramak. Türkiye'deki Ağrı Dağı yakınlarında bir tepede yer alan bir kaya oluşumu bir çok bilim insanı tarafından sadece sıradışı olarak nitelendirilir; bunun Nuh'un gemisinin kalıntıları olduğunu kanıtlamak isteyen bir araştırma ekibi sahayı tektik eder.	Bu dizi, savaş zamanı sırlarının, kaybolan medeniyetlerin, tarihi röliklerin, uzun süre inanılmış olan komplo teorilerinin, müthiş hazineler hakkındaki tarihçelerin inanılmaz öykülerinden oluşuyor.			FALSE		false	TRUE	51007281	31834722	FALSE	FALSE					
	10:15		Yasak Tarih	Forbidden History	5	5	TRUE	55		İngiltere, belgesel dizisi, 2017	United Kingdom	2018	Belgesel/ Tarih/ Din	Komplo. Onlar için, çağımızın en önemli el yazması keşfi dendi. Deniz seviyesinin 400 metre altından çıkarılmış olan, parçalar halindeki 981 adet metinde neler yazıyordu ve acaba orada başka neler gömülü?	Bu dizi, savaş zamanı sırlarının, kaybolan medeniyetlerin, tarihi röliklerin, uzun süre inanılmış olan komplo teorilerinin, müthiş hazineler hakkındaki tarihçelerin inanılmaz öykülerinden oluşuyor.			FALSE		false	FALSE	50008022	31834723	FALSE	FALSE					
	11:10		Mısır'ın Açıklanmamış Vakaları	Egypt's Unexplained Files	2	1	TRUE	55		İngiltere, belgesel dizisi, 2018	United Kingdom	2018	Belgesel/ Tarih	Ölüm ve Yaşam Sonrası. Eski Mısırlılar'ın ölüm saplantılarının ardındaki gizemleri keşfediyor, bir firavunla birlikte gömülü olan dünyadışı eserlerin sırlarını ortaya koyuyor ve ölüleri nasıl mumyaladıklarını öğreniyoruz.	Eski Mısır, 3000 yıllık tarihi olan, dünyanın en büyük medeniyetlerinden biridir. Mısır'ın en kalıcı gizemlerinden bazılarını çözmek için teknolojinin en son mucizelerini derinlemesine araştırıyoruz.			FALSE		false	TRUE	50014521	31834724	FALSE	FALSE					
	12:05		İtalya'nın Görünmeyen Şehirleri	Italy's Invisible Cities	1	1	TRUE	65		İngiltere, belgesel dizisi, 2016	United Kingdom	2016	Documentary/History	Napoli. Alexander Armstrong ve Dr Michael Scott, ilelebet varolan Vezüv Yanardağı'nı keşfediyor ve Napoli'nin inşasına ve ayakta kalmasına destek olan bir yer altı labirentini araştırıyor.	3 boyutlu tarama teknolojisinin kullanıldığı programda, tarihçi Scott, Napoli, Venedik ve Floransa'nın derinliklerine inerek, 2000 yıllık tarih konusunda izleyicilere yepyeni anlayışları sunuyor.			FALSE		false	FALSE	50008640	31834725	FALSE	FALSE					
	13:10		Naziler'in Gizemli Cinayetleri	Nazi Murder Mysteries	4	1	TRUE	55		İngiltere, belgesel dizisi, 2018	United Kingdom	2018	Belgesel/ Tarih	Bella'yı Kim Karaağaç'a Yerleştirdi?. Birmingham ormanında içi oyuk bir ağacın içinde, tanınmayan bir kadının iskeletinin bulunmasını anlatan karanlık öykü ekranda. Kalıntıların ve arşivlenmiş polis dosyalarının kayboluşunu keşfediyoruz.	Korkunç Nazi cinayet vakalarına göz atıyoruz. Uzman röportajları ve dramatik canlandırmaları bir araya getiren her bölüm, bildiğinizi düşündüğünüz tarihin belli bir dönemine farklı bir yerden bakıyor.			FALSE		false	FALSE	50009217	31834726	FALSE	FALSE					
	14:05		Megapolis: Antik Dünya Açığa Çıkıyor	Megapolis: The Ancient World Revealed	2	1	TRUE	65		Fransa, belgesel dizisi, 2020	France	2020	Belgesel/ Tarih/ Mimari/ Bilim	İskenderiye. M.Ö. 4. yüzyıl: Büyük İskender, bir balıkçı köyünü antik dünyanın en göz alıcı şehirlerden birine dönüştürme işine girişir; şehrin ve hayranlık uyandıran binalarının yeninde canlandırılmasını keyifle izleyin.	Atina, İskenderiye, Tikal ve Roma; bu efsanevi şehirler Dünya'nın en ünlü arkeolojik sahaları içinde yer almaktadır. Bu şehirler nasıl bu derece eğitim ve icat merkezleri haline geldiler?			FALSE		false	TRUE	51006530	31798650	FALSE	FALSE					
	15:10		Versay: Güneş Kral'ın Mücadeleleri	Versailles: The Challenges of The Sun King	1	1	TRUE	65		Fransa, belgesel dizisi, 2019	France	2019	Belgesel/ Tarih/ Teknoloji	101	17. yüzyıl Fransa'sında bilimsel araştırmalar için bir merkez olan Versay, Avrupa'nın en büyük inşaat şantiyesiydi; tarihe dalıyor ve kraliyet sarayını inşa etme gibi devasa görevi keşfediyoruz.		Philippe Tourancheau	FALSE		false	TRUE	51012245	31798651	FALSE	FALSE					
	16:15		Hitler'den Kaçmak	Escaping Hitler	4	1	TRUE	55		İngiltere, belgesel dizisi, 2017	United Kingdom	2017	Belgesel/ Tarih	Sulmona. Monty İtalya'nın tehlikeli topraklarından geçerek yaşanan kaçışın hikayesini anlatıyor. Monty, Majella dağlarından kaçmak için, aylar boyunca kaçan Len Harley'nin kullandığı rotayı takip ediyor.	Keşifçi ve eski deniz piyadesi Monty Halls, Nazi işgali altındaki Avrupa'dan ve düşman topraklarından çıkmayı sağlayan az bilinen Özgürlük Rotalarını takip etmek için çantasını hazırlar.			FALSE		true	FALSE	50009890	31798652	FALSE	FALSE					
	17:10		Yükseliş ve Düşüş: 2. Dünya Savaşı'nın Dönüm Noktaları	Rise and Fall: The Turning Points of World War II	6	1	TRUE	65		Avustralya, belgesel dizisi, 2019	Australia	2019	Belgesel/ Tarih/ Savaş	Zafer Kararlılığı. Nürnberg'dekiler gibi savaş suçu davalarının başlaması ve II. Dünya Savaşı'nın son anlarına ve savaş sonrasına tanıklık ediyor, Birleşmiş Milletler'in kurulmasıyla barışa doğru ilerliyoruz.	Askeri kampanyalar, büyük çatışmalar, geri çekilmeler, mağlubiyetler ve zaferler sürecinde, Avrupa, Asya, Kuzey Afrika ve okyanuslardaki savaşlarda yaşanan duruma neyin sebep olduğunu inceliyoruz.			FALSE		true	TRUE	51006282	31798653	FALSE	FALSE					
	18:15		Savaş Alanları	Battlefields	5	1	TRUE	110		Fransa, belgesel dizisi, 2019	France	2016	Belgesel/ Tarih	Zaferin Melekleri. İki ABD Paraşüt bölüğünden 13348 kişi Normandiya'ya yola çıkar. Karamsar tahminlere rağmen, kendilerine verilen görevlerin bir çoğunun üstesinden gelmeyi başarırlar.	Bir savaşta yaşanan zafer ya da yenilginin nedenleri gizemli ve tartışmalıdır, bu dizi yirminci yüzyılın büyük çatışması etrafındaki gizemi örten perdeyi aralıyor.			FALSE		false	FALSE	50015450	31798654	FALSE	FALSE					
	20:05		Yasak Tarih	Forbidden History	6	5	TRUE	55		İngiltere, belgesel dizisi, 2017	United Kingdom	2018	Belgesel/ Tarih/ Din	Gizli Topluluklar: Dünyaya Hakim Olmak. Jamie gerçek bir masonla tanışır ve kapalı kapılar ardında ne olup bittiğini öğrenir. Bilderberg Grubu'nu araştırır ve dünyayı kimin yönettiği konusuna açıklık getirmek için Kakabadse ile buluşur.	Bu dizi, savaş zamanı sırlarının, kaybolan medeniyetlerin, tarihi röliklerin, uzun süre inanılmış olan komplo teorilerinin, müthiş hazineler hakkındaki tarihçelerin inanılmaz öykülerinden oluşuyor.			FALSE		true	FALSE	50008023	31798655	FALSE	FALSE					
	21:00		Ön Cepheler	WWII: Frontlines	2	1	TRUE	60		Birleşik Krallık, belgesel dizisi, 2020	United Kingdom	2020	Belgesel/ Tarih/ Savaş	Monte Cassino. Ocak-Mayıs 1944: Monte Cassino tepesinde kumandanının askeri güç kullanımını yasakladığı bir manastır bulunmaktadır; buna rağmen manastır yerle bir edilir ve çatışma 200.000'den fazla cana malolur.	Kuzey Afrika'dan Kuzey Avrupa'ya ve Akdeniz'den Pasifik'e II. Dünya Savaşında ön cephede savaşan askerlerin maruz kaldıkları koşulların devasa çeşitliliğini inceliyoruz.			FALSE		false	FALSE	51010555	31798656	FALSE	FALSE					
	22:00		Mısır'ın Açıklanmamış Vakaları	Egypt's Unexplained Files	3	1	TRUE	60		İngiltere, belgesel dizisi, 2018	United Kingdom	2018	Belgesel/ Tarih	Suç ve Ceza. Eski Mısır'daki suç ve cezanın nasıl ele alındığını işliyoruz. Krallık ailesinin öldürme hakkının olduğu, mezar saldırılarının yaşandığı ve aşırı ceza uygulayan ile bir medeniyeti irdeliyoruz.	Eski Mısır, 3000 yıllık tarihi olan, dünyanın en büyük medeniyetlerinden biridir. Mısır'ın en kalıcı gizemlerinden bazılarını çözmek için teknolojinin en son mucizelerini derinlemesine araştırıyoruz.			FALSE		false	TRUE	50014522	31798657	FALSE	FALSE					
	23:00		Çocuk Cumhuriyeti	The Republic of Children	0	0	TRUE	65		Fransa, belgesel, 2019	France	2019	Belgesel/ Tarih/ Din		Budapeşte, 1945: Protestan bir papaz olan Gabor Sztehlo, Macar başkentinin enkazı arasında öksüz çocuklara evini açıyor; bir gün kendi demokrasilerini inşa etmelerini öneriyor.		Frederic Tonolli	FALSE		false	TRUE	51011951	31798658	FALSE	FALSE					
	00:05		Vikinglerin Son Yolculuğu	The Last Journey of the Vikings	3	1	TRUE	60		Danimarka, belgesel dizisi, 2019	Denmark	2019	Belgesel/ Tarih/ Din	Güzel Memleket. 9. yüzyılın sonlarında Vikingler Francia'ya geri döndü; Diplomasi ve siyasi evlilikler sayesinde Vikingler, Frenk toplumuna giderek daha fazla asimile oluyor ve hatta Hıristiyanlığa dönüşüyor.	Fransa ve İngiltere'ye yaptıkları yolculuklardan, Hristiyanlık ile tanışmalarına, Normandiya'nın kuruluşundan 1066 yılındaki Hastings Muharebesine Vikinglerin hayatlarını keşfedin.	Pernilla August	James Velasquez	FALSE		false	TRUE	51011935	31798659	FALSE	FALSE					
	01:05		Çavuşesku Duruşması	The Ceaușescu Trial	0	0	TRUE	70		Fransa, belgesel, 2019	France	2019			Çavuşesku'nun çöküşünden otuz yıl sonra, bir sosyalist diktatörlüğün çöküşünde yaşanmış olan en şiddetli olaylardan birine göz atıyoruz, bir halk devrimi kisvesindeki darbe		Vincent de Cointet	FALSE		false	TRUE	51010573	31798660	FALSE	FALSE					
	02:15		Megapolis: Antik Dünya Açığa Çıkıyor	Megapolis: The Ancient World Revealed	2	1	TRUE	65		Fransa, belgesel dizisi, 2020	France	2020	Belgesel/ Tarih/ Mimari/ Bilim	İskenderiye. M.Ö. 4. yüzyıl: Büyük İskender, bir balıkçı köyünü antik dünyanın en göz alıcı şehirlerden birine dönüştürme işine girişir; şehrin ve hayranlık uyandıran binalarının yeninde canlandırılmasını keyifle izleyin.	Atina, İskenderiye, Tikal ve Roma; bu efsanevi şehirler Dünya'nın en ünlü arkeolojik sahaları içinde yer almaktadır. Bu şehirler nasıl bu derece eğitim ve icat merkezleri haline geldiler?			FALSE		false	TRUE	51006530	31798661	FALSE	FALSE					
